PestName,ScientificName,HostCrop,RecommendedPesticide,ApplicationMethod
Thrips,Species 09. Genus,Rice,Carbendazim,Bait Application
Blast,Species 16. Genus,Chili,Imidacloprid,Spot Treatment
Mites,Species 11. Genus,Jute,Thiophanate-methyl,Granular Soil
Root Rot,Species 16. Genus,Lentil,Fipronil,Spot Treatment
Cutworm,Species 09. Genus,Soybean,Neem Oil,Hand Spraying
Leafhopper,Species 03. Genus,Rice,Metalaxyl,Aerosol
Aphids,Species 02. Genus,Maize,Carbendazim,Broadcast Spray
Armyworm,Species 03. Genus,Cabbage,Flubendiamide,Dipping
Mites,Species 06. Genus,Wheat,Deltamethrin,Aerosol
Wilt,Species 16. Genus,Cotton,Cypermethrin,Micro-Encapsulation
Whitefly,Species 01. Genus,Banana,Flubendiamide,Pressure Spray
Cutworm,Species 08. Genus,Tea,Ethoprophos,Ultra-Low Volume
Mealybug,Species 17. Genus,Wheat,Azoxystrobin,Electrostatic Spray
Leafhopper,Species 15. Genus,Rice,Carbendazim,Bait Application
Smut,Species 15. Genus,Cotton,Deltamethrin,Banding
Blast,Species 03. Genus,Lentil,Tebuconazole,Ultra-Low Volume
Whitefly,Species 08. Genus,Onion,Bacillus thuringiensis,Pressure Spray
Whitefly,Species 20. Genus,Rice,Metalaxyl,Broadcast Spray
Aphids,Species 04. Genus,Cotton,Spirotetramat,Hand Spraying
Wilt,Species 17. Genus,Soybean,Deltamethrin,Chemigation
Cutworm,Species 09. Genus,Cotton,Spinetoram,Bait Application
Wilt,Species 13. Genus,Banana,Fipronil,Broadcast Spray
Pod Borer,Species 06. Genus,Wheat,Chlorpyrifos,Spot Treatment
Pod Borer,Species 05. Genus,Sugarcane,Bifenthrin,Chemigation
Fruit Fly,Species 19. Genus,Jute,Spirotetramat,Ultra-Low Volume
Stem Borer,Species 09. Genus,Jute,Bacillus thuringiensis,Hand Spraying
Thrips,Species 04. Genus,Rice,Tebuconazole,Thermal Fogging
Scale Insect,Species 01. Genus,Wheat,Flubendiamide,Hand Spraying
Stem Borer,Species 04. Genus,Wheat,Bifenthrin,Dipping
Root Rot,Species 05. Genus,Soybean,Cypermethrin,Micro-Encapsulation
Mites,Species 18. Genus,Cotton,Azoxystrobin,Spot Treatment
Yellow Mosaic Virus,Species 08. Genus,Soybean,Azoxystrobin,Chemigation
Bollworm,Species 09. Genus,Rice,Carbendazim,Banding
Rust,Species 09. Genus,Rice,Chlorpyrifos,Thermal Fogging
Bollworm,Species 09. Genus,Soybean,Lambda-cyhalothrin,Chemigation
Smut,Species 07. Genus,Soybean,Fipronil,Banding
Wilt,Species 01. Genus,Soybean,Pyriproxyfen,Ultra-Low Volume
Armyworm,Species 17. Genus,Rice,Carbendazim,Dust Application
Armyworm,Species 19. Genus,Cotton,Bifenthrin,Hand Spraying
Mealybug,Species 20. Genus,Cabbage,Azoxystrobin,Bait Application
Mites,Species 08. Genus,Lentil,Metalaxyl,Aerosol
Cutworm,Species 01. Genus,Maize,Azoxystrobin,Ultra-Low Volume
Pod Borer,Species 17. Genus,Coffee,Imidacloprid,Chemigation
Wilt,Species 15. Genus,Mango,Imidacloprid,Ultra-Low Volume
Nematode,Species 03. Genus,Coffee,Pyriproxyfen,Pressure Spray
Pod Borer,Species 09. Genus,Tea,Pyriproxyfen,Dust Application
Blast,Species 10. Genus,Maize,Fipronil,Dust Application
Yellow Mosaic Virus,Species 12. Genus,Rice,Carbendazim,Broadcast Spray
Whitefly,Species 08. Genus,Cotton,Pyriproxyfen,Soil Drench
Whitefly,Species 05. Genus,Maize,Azoxystrobin,Foliar Spray
Bollworm,Species 12. Genus,Maize,Spinetoram,Dust Application
Smut,Species 11. Genus,Maize,Flubendiamide,Broadcast Spray
Leafhopper,Species 15. Genus,Maize,Flubendiamide,Broadcast Spray
Root Rot,Species 18. Genus,Soybean,Thiophanate-methyl,Micro-Encapsulation
Root Rot,Species 13. Genus,Wheat,Lambda-cyhalothrin,Chemigation
Leafhopper,Species 15. Genus,Maize,Tebuconazole,Micro-Encapsulation
Blast,Species 16. Genus,Potato,Bacillus thuringiensis,Broadcast Spray
Root Rot,Species 10. Genus,Cotton,Ethoprophos,Foliar Spray
Cutworm,Species 03. Genus,Soybean,Mancozeb,Dust Application
Nematode,Species 01. Genus,Onion,Deltamethrin,Thermal Fogging
Nematode,Species 04. Genus,Rice,Azoxystrobin,Electrostatic Spray
Pod Borer,Species 19. Genus,Wheat,Spirotetramat,Thermal Fogging
Rust,Species 08. Genus,Soybean,Deltamethrin,Root Dip
Scale Insect,Species 08. Genus,Cotton,Mancozeb,Soil Drench
Fruit Fly,Species 18. Genus,Mango,Mancozeb,Pressure Spray
Stem Borer,Species 06. Genus,Soybean,Pyriproxyfen,Bait Application
Pod Borer,Species 19. Genus,Rice,Flubendiamide,Ultra-Low Volume
Mealybug,Species 09. Genus,Maize,Pyriproxyfen,Bait Application
Mealybug,Species 03. Genus,Cotton,Deltamethrin,Chemigation
Nematode,Species 16. Genus,Rice,Bacillus thuringiensis,Seed Treatment
Cutworm,Species 16. Genus,Wheat,Fipronil,Trunk Injection
Stem Borer,Species 06. Genus,Lentil,Azoxystrobin,Banding
Aphids,Species 01. Genus,Tomato,Deltamethrin,Foliar Spray
Armyworm,Species 03. Genus,Soybean,Pyriproxyfen,Foliar Spray
Pod Borer,Species 11. Genus,Groundnut,Bifenthrin,Electrostatic Spray
Armyworm,Species 11. Genus,Banana,Imidacloprid,Ultra-Low Volume
Nematode,Species 06. Genus,Wheat,Bacillus thuringiensis,Dipping
Scale Insect,Species 07. Genus,Lentil,Mancozeb,Broadcast Spray
Wilt,Species 07. Genus,Tea,Pyriproxyfen,Root Dip
Blast,Species 20. Genus,Maize,Flubendiamide,Micro-Encapsulation
Mites,Species 02. Genus,Maize,Cypermethrin,Aerosol
Rust,Species 04. Genus,Banana,Cypermethrin,Banding
Mealybug,Species 06. Genus,Jute,Bacillus thuringiensis,Chemigation
Leafhopper,Species 07. Genus,Chili,Thiophanate-methyl,Aerosol
Scale Insect,Species 01. Genus,Onion,Mancozeb,Dust Application
Rust,Species 20. Genus,Cabbage,Fipronil,Bait Application
Rust,Species 11. Genus,Wheat,Bacillus thuringiensis,Spot Treatment
Aphids,Species 07. Genus,Sugarcane,Tebuconazole,Ultra-Low Volume
Wilt,Species 20. Genus,Tomato,Azoxystrobin,Hand Spraying
Armyworm,Species 06. Genus,Tea,Carbendazim,Electrostatic Spray
Mealybug,Species 08. Genus,Banana,Imidacloprid,Trunk Injection
Whitefly,Species 06. Genus,Soybean,Pyriproxyfen,Micro-Encapsulation
Fruit Fly,Species 13. Genus,Soybean,Azoxystrobin,Chemigation
Nematode,Species 11. Genus,Banana,Imidacloprid,Root Dip
Scale Insect,Species 16. Genus,Groundnut,Flubendiamide,Banding
Pod Borer,Species 05. Genus,Cotton,Azoxystrobin,Bait Application
Pod Borer,Species 13. Genus,Cotton,Flubendiamide,Banding
Blast,Species 15. Genus,Cotton,Spirotetramat,Electrostatic Spray
Yellow Mosaic Virus,Species 18. Genus,Maize,Spirotetramat,Micro-Encapsulation
Yellow Mosaic Virus,Species 14. Genus,Maize,Chlorpyrifos,Root Dip
Wilt,Species 03. Genus,Soybean,Spirotetramat,Root Dip
Smut,Species 01. Genus,Wheat,Ethoprophos,Trunk Injection
Scale Insect,Species 04. Genus,Tea,Neem Oil,Granular Soil
Nematode,Species 01. Genus,Soybean,Thiophanate-methyl,Root Dip
Wilt,Species 19. Genus,Maize,Mancozeb,Foliar Spray
Scale Insect,Species 06. Genus,Mango,Bacillus thuringiensis,Micro-Encapsulation
Leafhopper,Species 20. Genus,Banana,Mancozeb,Hand Spraying
Rust,Species 03. Genus,Lentil,Thiophanate-methyl,Aerosol
Scale Insect,Species 06. Genus,Maize,Tebuconazole,Ultra-Low Volume
Mealybug,Species 08. Genus,Rice,Deltamethrin,Seed Treatment
Blast,Species 01. Genus,Onion,Bifenthrin,Trunk Injection
Wilt,Species 14. Genus,Jute,Cypermethrin,Aerosol
Leafhopper,Species 16. Genus,Soybean,Flubendiamide,Pressure Spray
Nematode,Species 06. Genus,Cotton,Deltamethrin,Aerosol
Pod Borer,Species 10. Genus,Cabbage,Cypermethrin,Chemigation
Blast,Species 02. Genus,Maize,Ethoprophos,Banding
Rust,Species 14. Genus,Rice,Spirotetramat,Bait Application
Yellow Mosaic Virus,Species 20. Genus,Sugarcane,Imidacloprid,Root Dip
Yellow Mosaic Virus,Species 13. Genus,Banana,Mancozeb,Micro-Encapsulation
Blast,Species 11. Genus,Maize,Imidacloprid,Thermal Fogging
Fruit Fly,Species 14. Genus,Cabbage,Lambda-cyhalothrin,Ultra-Low Volume
Yellow Mosaic Virus,Species 13. Genus,Jute,Thiophanate-methyl,Seed Treatment
Root Rot,Species 03. Genus,Rice,Lambda-cyhalothrin,Banding
Bollworm,Species 02. Genus,Wheat,Ethoprophos,Bait Application
Armyworm,Species 15. Genus,Lentil,Metalaxyl,Spot Treatment
Aphids,Species 08. Genus,Rice,Chlorpyrifos,Soil Drench
Whitefly,Species 14. Genus,Chili,Pyriproxyfen,Seed Treatment
Bollworm,Species 16. Genus,Wheat,Lambda-cyhalothrin,Pressure Spray
Blast,Species 14. Genus,Maize,Cypermethrin,Soil Drench
Smut,Species 15. Genus,Wheat,Metalaxyl,Hand Spraying
Armyworm,Species 11. Genus,Mustard,Mancozeb,Banding
Scale Insect,Species 12. Genus,Maize,Chlorpyrifos,Seed Treatment
Smut,Species 07. Genus,Chili,Neem Oil,Aerosol
Aphids,Species 17. Genus,Potato,Bifenthrin,Foliar Spray
Rust,Species 08. Genus,Maize,Tebuconazole,Bait Application
Wilt,Species 07. Genus,Cotton,Ethoprophos,Banding
Yellow Mosaic Virus,Species 14. Genus,Wheat,Carbendazim,Granular Soil
Armyworm,Species 09. Genus,Cotton,Bacillus thuringiensis,Aerosol
Blast,Species 13. Genus,Maize,Azoxystrobin,Seed Treatment
Blast,Species 01. Genus,Chili,Lambda-cyhalothrin,Banding
Pod Borer,Species 17. Genus,Rice,Mancozeb,Spot Treatment
Leafhopper,Species 06. Genus,Soybean,Spirotetramat,Granular Soil
Whitefly,Species 09. Genus,Maize,Flubendiamide,Root Dip
Rust,Species 20. Genus,Cotton,Bifenthrin,Soil Drench
Aphids,Species 04. Genus,Mango,Metalaxyl,Aerosol
Thrips,Species 19. Genus,Wheat,Azoxystrobin,Chemigation
Leafhopper,Species 12. Genus,Rice,Azoxystrobin,Electrostatic Spray
Aphids,Species 04. Genus,Wheat,Neem Oil,Foliar Spray
Pod Borer,Species 18. Genus,Groundnut,Ethoprophos,Chemigation
Thrips,Species 20. Genus,Gram,Fipronil,Dipping
Nematode,Species 05. Genus,Mustard,Flubendiamide,Bait Application
Rust,Species 18. Genus,Cotton,Flubendiamide,Broadcast Spray
Stem Borer,Species 12. Genus,Maize,Lambda-cyhalothrin,Thermal Fogging
Bollworm,Species 18. Genus,Soybean,Flubendiamide,Root Dip
Cutworm,Species 01. Genus,Cotton,Spinetoram,Granular Soil
Whitefly,Species 06. Genus,Lentil,Deltamethrin,Thermal Fogging
Cutworm,Species 13. Genus,Lentil,Neem Oil,Foliar Spray
Blast,Species 12. Genus,Tomato,Fipronil,Root Dip
Scale Insect,Species 13. Genus,Rice,Spirotetramat,Dust Application
Cutworm,Species 10. Genus,Potato,Neem Oil,Dust Application
Stem Borer,Species 18. Genus,Sugarcane,Lambda-cyhalothrin,Banding
Whitefly,Species 02. Genus,Tea,Spinetoram,Broadcast Spray
Rust,Species 05. Genus,Sugarcane,Ethoprophos,Micro-Encapsulation
Blast,Species 02. Genus,Coffee,Cypermethrin,Hand Spraying
Smut,Species 16. Genus,Mustard,Bifenthrin,Soil Drench
Rust,Species 10. Genus,Jute,Spirotetramat,Ultra-Low Volume
Smut,Species 05. Genus,Sugarcane,Spirotetramat,Aerosol
Root Rot,Species 04. Genus,Chili,Fipronil,Dust Application
Thrips,Species 04. Genus,Groundnut,Carbendazim,Soil Drench
Blast,Species 15. Genus,Banana,Ethoprophos,Root Dip
Mites,Species 16. Genus,Cabbage,Ethoprophos,Dipping
Scale Insect,Species 06. Genus,Cotton,Cypermethrin,Spot Treatment
Stem Borer,Species 03. Genus,Maize,Chlorpyrifos,Soil Drench
Pod Borer,Species 12. Genus,Jute,Flubendiamide,Ultra-Low Volume
Root Rot,Species 05. Genus,Jute,Lambda-cyhalothrin,Aerosol
Scale Insect,Species 01. Genus,Coffee,Azoxystrobin,Root Dip
Scale Insect,Species 15. Genus,Potato,Spinetoram,Seed Treatment
Stem Borer,Species 13. Genus,Rice,Thiophanate-methyl,Broadcast Spray
Stem Borer,Species 07. Genus,Chili,Tebuconazole,Bait Application
Blast,Species 08. Genus,Maize,Azoxystrobin,Ultra-Low Volume
Aphids,Species 02. Genus,Maize,Spirotetramat,Spot Treatment
Fruit Fly,Species 09. Genus,Wheat,Thiophanate-methyl,Chemigation
Blast,Species 20. Genus,Potato,Flubendiamide,Chemigation
Wilt,Species 07. Genus,Wheat,Bacillus thuringiensis,Pressure Spray
Bollworm,Species 01. Genus,Cotton,Chlorpyrifos,Ultra-Low Volume
Armyworm,Species 18. Genus,Cotton,Metalaxyl,Trunk Injection
Root Rot,Species 12. Genus,Rice,Neem Oil,Root Dip
Mites,Species 11. Genus,Onion,Neem Oil,Pressure Spray
Thrips,Species 09. Genus,Lentil,Mancozeb,Granular Soil
Aphids,Species 13. Genus,Cotton,Azoxystrobin,Broadcast Spray
Aphids,Species 01. Genus,Maize,Bifenthrin,Broadcast Spray
Wilt,Species 05. Genus,Lentil,Mancozeb,Electrostatic Spray
Stem Borer,Species 07. Genus,Coffee,Pyriproxyfen,Trunk Injection
Bollworm,Species 20. Genus,Cotton,Fipronil,Bait Application
Rust,Species 13. Genus,Mango,Mancozeb,Seed Treatment
Blast,Species 19. Genus,Banana,Fipronil,Trunk Injection
Scale Insect,Species 12. Genus,Banana,Deltamethrin,Soil Drench
Fruit Fly,Species 11. Genus,Coffee,Tebuconazole,Electrostatic Spray
Smut,Species 09. Genus,Rice,Flubendiamide,Seed Treatment
Blast,Species 04. Genus,Rice,Deltamethrin,Thermal Fogging
Leafhopper,Species 03. Genus,Gram,Imidacloprid,Foliar Spray
Bollworm,Species 03. Genus,Rice,Fipronil,Dipping
Thrips,Species 06. Genus,Cotton,Spirotetramat,Seed Treatment
Scale Insect,Species 15. Genus,Soybean,Azoxystrobin,Dipping
Nematode,Species 12. Genus,Wheat,Bifenthrin,Electrostatic Spray
Mites,Species 18. Genus,Cotton,Imidacloprid,Aerosol
Armyworm,Species 20. Genus,Cotton,Carbendazim,Foliar Spray
Root Rot,Species 09. Genus,Groundnut,Lambda-cyhalothrin,Dust Application
Mealybug,Species 18. Genus,Wheat,Azoxystrobin,Electrostatic Spray
Fruit Fly,Species 05. Genus,Wheat,Chlorpyrifos,Thermal Fogging
Leafhopper,Species 16. Genus,Tomato,Lambda-cyhalothrin,Pressure Spray
Bollworm,Species 14. Genus,Chili,Neem Oil,Chemigation
Bollworm,Species 18. Genus,Rice,Chlorpyrifos,Electrostatic Spray
Mealybug,Species 04. Genus,Mango,Ethoprophos,Broadcast Spray
Blast,Species 01. Genus,Coffee,Thiophanate-methyl,Root Dip
Thrips,Species 20. Genus,Soybean,Spirotetramat,Trunk Injection
Leafhopper,Species 16. Genus,Cabbage,Azoxystrobin,Dipping
Stem Borer,Species 02. Genus,Rice,Chlorpyrifos,Dust Application
Scale Insect,Species 07. Genus,Lentil,Mancozeb,Dust Application
Blast,Species 11. Genus,Lentil,Ethoprophos,Trunk Injection
Mealybug,Species 11. Genus,Banana,Bacillus thuringiensis,Hand Spraying
Scale Insect,Species 12. Genus,Soybean,Spirotetramat,Chemigation
Scale Insect,Species 20. Genus,Soybean,Flubendiamide,Granular Soil
Thrips,Species 11. Genus,Gram,Tebuconazole,Hand Spraying
Stem Borer,Species 04. Genus,Tea,Neem Oil,Ultra-Low Volume
Pod Borer,Species 14. Genus,Cotton,Azoxystrobin,Root Dip
Wilt,Species 02. Genus,Soybean,Tebuconazole,Thermal Fogging
Wilt,Species 14. Genus,Chili,Flubendiamide,Foliar Spray
Leafhopper,Species 02. Genus,Cotton,Azoxystrobin,Dipping
Armyworm,Species 04. Genus,Soybean,Spinetoram,Pressure Spray
Blast,Species 08. Genus,Wheat,Imidacloprid,Bait Application
Blast,Species 11. Genus,Maize,Chlorpyrifos,Micro-Encapsulation
Blast,Species 20. Genus,Soybean,Spinetoram,Broadcast Spray
Armyworm,Species 11. Genus,Maize,Bifenthrin,Micro-Encapsulation
Mites,Species 19. Genus,Potato,Bifenthrin,Thermal Fogging
Rust,Species 09. Genus,Maize,Neem Oil,Seed Treatment
Thrips,Species 03. Genus,Maize,Spinetoram,Chemigation
Thrips,Species 17. Genus,Potato,Pyriproxyfen,Ultra-Low Volume
Mealybug,Species 01. Genus,Cotton,Bifenthrin,Hand Spraying
Nematode,Species 12. Genus,Lentil,Bifenthrin,Aerosol
Armyworm,Species 12. Genus,Chili,Spinetoram,Thermal Fogging
Yellow Mosaic Virus,Species 14. Genus,Wheat,Azoxystrobin,Hand Spraying
Aphids,Species 05. Genus,Sugarcane,Metalaxyl,Thermal Fogging
Scale Insect,Species 08. Genus,Mustard,Carbendazim,Ultra-Low Volume
Stem Borer,Species 19. Genus,Rice,Lambda-cyhalothrin,Electrostatic Spray
Cutworm,Species 20. Genus,Cotton,Carbendazim,Electrostatic Spray
Bollworm,Species 05. Genus,Lentil,Fipronil,Dust Application
Stem Borer,Species 16. Genus,Soybean,Bacillus thuringiensis,Bait Application
Bollworm,Species 05. Genus,Banana,Metalaxyl,Bait Application
Yellow Mosaic Virus,Species 14. Genus,Maize,Imidacloprid,Micro-Encapsulation
Nematode,Species 06. Genus,Tomato,Spirotetramat,Dust Application
Smut,Species 15. Genus,Lentil,Spirotetramat,Ultra-Low Volume
Wilt,Species 01. Genus,Mango,Chlorpyrifos,Hand Spraying
Mites,Species 16. Genus,Maize,Neem Oil,Foliar Spray
Aphids,Species 07. Genus,Mango,Bifenthrin,Ultra-Low Volume
Blast,Species 09. Genus,Chili,Thiophanate-methyl,Ultra-Low Volume
Thrips,Species 04. Genus,Wheat,Deltamethrin,Trunk Injection
Cutworm,Species 14. Genus,Rice,Mancozeb,Dipping
Wilt,Species 10. Genus,Rice,Ethoprophos,Aerosol
Aphids,Species 09. Genus,Soybean,Carbendazim,Trunk Injection
Smut,Species 01. Genus,Coffee,Bifenthrin,Dust Application
Smut,Species 03. Genus,Tomato,Carbendazim,Chemigation
Yellow Mosaic Virus,Species 10. Genus,Maize,Flubendiamide,Thermal Fogging
Mealybug,Species 02. Genus,Cotton,Pyriproxyfen,Dust Application
Root Rot,Species 19. Genus,Mango,Ethoprophos,Banding
Leafhopper,Species 12. Genus,Soybean,Azoxystrobin,Dipping
Armyworm,Species 05. Genus,Potato,Neem Oil,Aerosol
Armyworm,Species 05. Genus,Cotton,Ethoprophos,Dust Application
Scale Insect,Species 02. Genus,Soybean,Tebuconazole,Thermal Fogging
Armyworm,Species 13. Genus,Wheat,Deltamethrin,Thermal Fogging
Aphids,Species 07. Genus,Maize,Pyriproxyfen,Spot Treatment
Wilt,Species 10. Genus,Cotton,Deltamethrin,Root Dip
Armyworm,Species 16. Genus,Coffee,Spirotetramat,Pressure Spray
Fruit Fly,Species 08. Genus,Jute,Spinetoram,Thermal Fogging
Thrips,Species 07. Genus,Maize,Pyriproxyfen,Spot Treatment
Armyworm,Species 09. Genus,Jute,Carbendazim,Ultra-Low Volume
Armyworm,Species 05. Genus,Rice,Fipronil,Foliar Spray
Thrips,Species 13. Genus,Groundnut,Spirotetramat,Chemigation
Mites,Species 03. Genus,Banana,Flubendiamide,Broadcast Spray
Bollworm,Species 06. Genus,Maize,Tebuconazole,Soil Drench
Yellow Mosaic Virus,Species 17. Genus,Onion,Bifenthrin,Spot Treatment
Blast,Species 18. Genus,Mustard,Imidacloprid,Thermal Fogging
Smut,Species 13. Genus,Rice,Spinetoram,Trunk Injection
Rust,Species 01. Genus,Cabbage,Spirotetramat,Foliar Spray
Mites,Species 04. Genus,Cotton,Bacillus thuringiensis,Electrostatic Spray
Nematode,Species 20. Genus,Chili,Tebuconazole,Bait Application
Aphids,Species 13. Genus,Jute,Metalaxyl,Spot Treatment
Aphids,Species 10. Genus,Wheat,Spirotetramat,Micro-Encapsulation
Scale Insect,Species 01. Genus,Wheat,Deltamethrin,Foliar Spray
Nematode,Species 06. Genus,Cotton,Deltamethrin,Banding
Nematode,Species 05. Genus,Soybean,Spirotetramat,Broadcast Spray
Whitefly,Species 12. Genus,Cotton,Fipronil,Bait Application
Yellow Mosaic Virus,Species 07. Genus,Lentil,Carbendazim,Granular Soil
Wilt,Species 06. Genus,Cotton,Lambda-cyhalothrin,Dust Application
Leafhopper,Species 10. Genus,Soybean,Mancozeb,Trunk Injection
Smut,Species 14. Genus,Maize,Flubendiamide,Dust Application
Wilt,Species 16. Genus,Mustard,Bacillus thuringiensis,Soil Drench
Root Rot,Species 04. Genus,Maize,Neem Oil,Seed Treatment
Mites,Species 14. Genus,Mustard,Flubendiamide,Root Dip
Smut,Species 03. Genus,Cotton,Spinetoram,Ultra-Low Volume
Yellow Mosaic Virus,Species 04. Genus,Mango,Spirotetramat,Broadcast Spray
Root Rot,Species 04. Genus,Chili,Lambda-cyhalothrin,Thermal Fogging
Rust,Species 14. Genus,Wheat,Carbendazim,Granular Soil
Cutworm,Species 16. Genus,Rice,Bifenthrin,Broadcast Spray
Nematode,Species 07. Genus,Maize,Chlorpyrifos,Dipping
Smut,Species 06. Genus,Groundnut,Carbendazim,Seed Treatment
Armyworm,Species 01. Genus,Maize,Cypermethrin,Chemigation
Stem Borer,Species 19. Genus,Cotton,Neem Oil,Thermal Fogging
Stem Borer,Species 15. Genus,Gram,Bifenthrin,Trunk Injection
Mites,Species 05. Genus,Mustard,Pyriproxyfen,Hand Spraying
Bollworm,Species 13. Genus,Maize,Deltamethrin,Chemigation
Fruit Fly,Species 05. Genus,Wheat,Imidacloprid,Bait Application
Root Rot,Species 03. Genus,Cotton,Imidacloprid,Granular Soil
Whitefly,Species 06. Genus,Cotton,Deltamethrin,Spot Treatment
Stem Borer,Species 05. Genus,Cotton,Metalaxyl,Ultra-Low Volume
Yellow Mosaic Virus,Species 10. Genus,Wheat,Chlorpyrifos,Dipping
Cutworm,Species 01. Genus,Cotton,Cypermethrin,Bait Application
Root Rot,Species 10. Genus,Maize,Deltamethrin,Soil Drench
Whitefly,Species 13. Genus,Jute,Thiophanate-methyl,Pressure Spray
Yellow Mosaic Virus,Species 18. Genus,Gram,Bifenthrin,Banding
Bollworm,Species 04. Genus,Cotton,Azoxystrobin,Chemigation
Stem Borer,Species 20. Genus,Wheat,Spirotetramat,Pressure Spray
Armyworm,Species 01. Genus,Maize,Lambda-cyhalothrin,Spot Treatment
Scale Insect,Species 05. Genus,Wheat,Fipronil,Pressure Spray
Rust,Species 19. Genus,Tea,Tebuconazole,Trunk Injection
Leafhopper,Species 15. Genus,Onion,Mancozeb,Pressure Spray
Scale Insect,Species 08. Genus,Tomato,Ethoprophos,Dipping
Thrips,Species 02. Genus,Maize,Lambda-cyhalothrin,Granular Soil
Blast,Species 03. Genus,Soybean,Chlorpyrifos,Pressure Spray
Blast,Species 14. Genus,Maize,Thiophanate-methyl,Dipping
Thrips,Species 10. Genus,Banana,Fipronil,Hand Spraying
Wilt,Species 09. Genus,Maize,Mancozeb,Aerosol
Scale Insect,Species 10. Genus,Cotton,Deltamethrin,Dipping
Blast,Species 07. Genus,Mustard,Lambda-cyhalothrin,Seed Treatment
Leafhopper,Species 17. Genus,Maize,Fipronil,Foliar Spray
Cutworm,Species 12. Genus,Maize,Fipronil,Broadcast Spray
Armyworm,Species 09. Genus,Cotton,Spirotetramat,Dipping
Pod Borer,Species 14. Genus,Jute,Pyriproxyfen,Thermal Fogging
Stem Borer,Species 07. Genus,Maize,Thiophanate-methyl,Hand Spraying
Smut,Species 05. Genus,Maize,Metalaxyl,Spot Treatment
Smut,Species 15. Genus,Rice,Ethoprophos,Thermal Fogging
Whitefly,Species 09. Genus,Wheat,Neem Oil,Electrostatic Spray
Armyworm,Species 14. Genus,Cotton,Chlorpyrifos,Dust Application
Root Rot,Species 08. Genus,Cotton,Bifenthrin,Aerosol
Smut,Species 10. Genus,Cotton,Metalaxyl,Banding
Armyworm,Species 14. Genus,Mango,Metalaxyl,Ultra-Low Volume
Yellow Mosaic Virus,Species 06. Genus,Soybean,Pyriproxyfen,Micro-Encapsulation
Cutworm,Species 11. Genus,Soybean,Metalaxyl,Ultra-Low Volume
Nematode,Species 03. Genus,Tomato,Neem Oil,Granular Soil
Armyworm,Species 04. Genus,Jute,Lambda-cyhalothrin,Trunk Injection
Armyworm,Species 09. Genus,Jute,Bifenthrin,Chemigation
Cutworm,Species 14. Genus,Cotton,Lambda-cyhalothrin,Trunk Injection
Wilt,Species 04. Genus,Soybean,Bifenthrin,Micro-Encapsulation
