SoilType,pH_Range,OC_Level,N_Level,P_Level,K_Level,Predicted_Health_Class
Loam,Slightly Acidic,Very Low,High,Adequate,Low,Good
Chalk,Neutral,Very Low,Excess,Low,Adequate,Moderate
Chalk,Slightly Acidic,Very Low,Deficient,High,High,Excellent
Chalk,Acidic,Very Low,Deficient,Adequate,Low,Good
Clay,Neutral,Very Low,Adequate,Low,Excess,Good
Clay,Acidic,High,Low,High,High,Good
Chalk,Neutral,Medium,Excess,Low,Deficient,Good
Clay,Slightly Acidic,Very High,Adequate,Excess,High,Poor
Silt,Alkaline,Very High,High,High,Excess,Good
Sand,Alkaline,Very High,Low,Adequate,Low,Good
Clay,Acidic,Very Low,Low,Deficient,Low,Poor
Clay,Neutral,Very High,Deficient,High,Deficient,Moderate
Chalk,Neutral,Very High,Adequate,Excess,Deficient,Critical
Silt,Acidic,Very Low,Deficient,Adequate,High,Critical
Clay,Alkaline,Low,Excess,High,High,Moderate
Clay,Alkaline,Very High,Adequate,High,Low,Poor
Sand,Acidic,Very High,Excess,Deficient,High,Excellent
Loam,Neutral,Very Low,Low,Deficient,Excess,Good
Sand,Slightly Alkaline,Very High,Deficient,Excess,Excess,Good
Loam,Alkaline,Very Low,Adequate,High,Adequate,Excellent
Sand,Slightly Acidic,High,Excess,Excess,Excess,Critical
Loam,Slightly Acidic,High,Adequate,High,Deficient,Excellent
Chalk,Acidic,Very Low,Excess,Excess,Low,Poor
Chalk,Alkaline,Very High,High,Deficient,High,Excellent
Clay,Slightly Acidic,Very Low,Low,Deficient,Deficient,Excellent
Loam,Slightly Alkaline,Medium,Deficient,High,Deficient,Excellent
Sand,Slightly Acidic,Very Low,Deficient,Adequate,Adequate,Excellent
Chalk,Acidic,High,Adequate,Excess,High,Critical
Clay,Slightly Acidic,Low,Low,High,Deficient,Poor
Sand,Neutral,Medium,High,Excess,Adequate,Good
Chalk,Acidic,High,Low,Adequate,Deficient,Good
Sand,Acidic,Very Low,Low,Low,Excess,Good
Chalk,Slightly Alkaline,Very Low,Adequate,Excess,Low,Moderate
Loam,Neutral,Medium,Deficient,Adequate,Excess,Poor
Sand,Acidic,Medium,High,Deficient,Adequate,Moderate
Silt,Alkaline,Very High,High,Excess,Excess,Good
Clay,Slightly Alkaline,Very High,High,High,Deficient,Poor
Loam,Acidic,High,Excess,Low,Adequate,Poor
Loam,Slightly Acidic,Low,High,Deficient,Low,Good
Loam,Slightly Acidic,Medium,Deficient,Excess,Excess,Good
Clay,Slightly Alkaline,High,Excess,Deficient,Adequate,Moderate
Chalk,Alkaline,Very High,High,Adequate,Excess,Excellent
Silt,Acidic,Very High,Deficient,Excess,Low,Poor
Silt,Alkaline,Very Low,Low,Deficient,Low,Good
Silt,Slightly Alkaline,High,Adequate,Excess,Adequate,Poor
Loam,Neutral,Low,Adequate,Low,High,Moderate
Clay,Slightly Acidic,Medium,Adequate,Deficient,Adequate,Good
Clay,Acidic,Very High,Adequate,High,Adequate,Poor
Loam,Slightly Alkaline,Very High,Low,Low,Low,Poor
Clay,Slightly Acidic,Very High,Low,High,Low,Excellent
Clay,Neutral,Very High,High,High,Deficient,Good
Loam,Neutral,High,Low,High,Adequate,Poor
Chalk,Acidic,Low,Adequate,Low,Adequate,Moderate
Loam,Neutral,Very High,Deficient,Low,Deficient,Good
Loam,Acidic,Low,High,Deficient,High,Moderate
Sand,Acidic,Medium,Low,High,Excess,Critical
Chalk,Alkaline,Medium,Adequate,Adequate,Deficient,Good
Silt,Acidic,Very High,High,Adequate,Adequate,Good
Loam,Slightly Alkaline,High,Low,Low,High,Good
Chalk,Alkaline,Very High,Adequate,Excess,Low,Good
Silt,Neutral,Very High,Low,Low,Adequate,Good
Clay,Slightly Alkaline,Medium,Deficient,Deficient,Low,Moderate
Silt,Acidic,Very High,Deficient,Low,Deficient,Critical
Loam,Acidic,Medium,High,Deficient,Adequate,Good
Silt,Acidic,Very Low,Adequate,Deficient,Low,Critical
Clay,Slightly Alkaline,High,Adequate,High,Low,Moderate
Loam,Slightly Alkaline,Very High,Deficient,High,Excess,Good
Silt,Neutral,Low,Excess,Deficient,Low,Moderate
Chalk,Slightly Acidic,High,Excess,High,Low,Good
Silt,Slightly Alkaline,High,Excess,Adequate,High,Moderate
Silt,Slightly Acidic,High,Low,Low,High,Moderate
Chalk,Alkaline,Medium,Deficient,High,High,Poor
Chalk,Acidic,Low,Adequate,Adequate,Excess,Moderate
Silt,Acidic,High,Excess,Deficient,High,Moderate
Chalk,Acidic,Very High,Adequate,Low,Excess,Excellent
Silt,Slightly Alkaline,High,High,High,Low,Poor
Silt,Slightly Alkaline,Very Low,Deficient,Excess,Adequate,Excellent
Clay,Acidic,Very Low,High,Adequate,Deficient,Excellent
Loam,Acidic,Medium,Low,Adequate,Adequate,Poor
Loam,Slightly Acidic,Medium,Low,Adequate,High,Critical
Silt,Alkaline,Very Low,Excess,High,High,Good
Chalk,Neutral,Low,Deficient,Deficient,Low,Excellent
Loam,Alkaline,High,Deficient,Low,High,Good
Chalk,Neutral,Medium,Low,Low,High,Poor
Sand,Neutral,Very Low,Adequate,Adequate,Deficient,Good
Silt,Neutral,Very High,Deficient,Low,Adequate,Good
Silt,Acidic,Very High,Adequate,Low,High,Good
Silt,Neutral,Low,Low,Adequate,Low,Poor
Clay,Alkaline,Very Low,Adequate,Adequate,High,Critical
Silt,Alkaline,Very High,Adequate,High,Excess,Good
Clay,Acidic,Very Low,Low,Excess,High,Poor
Loam,Slightly Alkaline,Very High,Excess,Excess,Excess,Critical
Silt,Neutral,Very High,Low,Deficient,Deficient,Good
Chalk,Slightly Acidic,Very High,High,Excess,Adequate,Good
Loam,Acidic,Medium,Deficient,Adequate,Deficient,Excellent
Clay,Neutral,Very Low,High,High,Low,Poor
Silt,Alkaline,Medium,High,Low,High,Good
Sand,Alkaline,Very High,Adequate,Adequate,Excess,Good
Chalk,Neutral,Very High,High,High,Excess,Poor
Clay,Slightly Acidic,Very Low,Deficient,Deficient,Adequate,Moderate
Silt,Alkaline,High,Low,Deficient,Deficient,Good
Silt,Acidic,Medium,Low,High,Adequate,Moderate
Sand,Alkaline,Medium,Low,Low,Adequate,Good
Chalk,Acidic,Medium,Excess,Low,Deficient,Poor
Sand,Slightly Alkaline,Medium,Deficient,Deficient,Excess,Moderate
Chalk,Neutral,Low,Low,Excess,Low,Poor
Sand,Slightly Acidic,Very Low,Adequate,Deficient,Excess,Good
Clay,Alkaline,Low,Low,Low,Deficient,Moderate
Sand,Slightly Alkaline,Very High,Deficient,Low,Deficient,Good
Sand,Alkaline,Medium,Deficient,Excess,Low,Critical
Chalk,Slightly Alkaline,Low,Excess,Excess,High,Moderate
Silt,Slightly Acidic,Very Low,Adequate,Deficient,Deficient,Poor
Loam,Slightly Alkaline,High,High,Low,High,Good
Clay,Slightly Acidic,Very High,Deficient,High,Deficient,Good
Sand,Slightly Acidic,High,Adequate,Deficient,High,Good
Loam,Acidic,Very High,High,Adequate,Excess,Good
Sand,Acidic,High,Low,Deficient,High,Good
Silt,Slightly Acidic,Medium,Adequate,High,Deficient,Poor
Silt,Acidic,Low,Adequate,Deficient,Low,Poor
Clay,Neutral,Very High,Adequate,High,Adequate,Good
Silt,Acidic,High,Low,Excess,Adequate,Poor
Chalk,Alkaline,Medium,Excess,Deficient,Deficient,Moderate
Chalk,Slightly Alkaline,Very Low,Excess,Excess,Adequate,Poor
Loam,Acidic,Very Low,High,Adequate,Adequate,Critical
Sand,Alkaline,Low,Excess,Deficient,High,Critical
Chalk,Slightly Alkaline,Low,Low,Excess,Excess,Good
Chalk,Slightly Acidic,Very High,Adequate,Low,Low,Critical
Chalk,Slightly Alkaline,Low,Low,Deficient,Adequate,Moderate
Clay,Acidic,Low,Adequate,Adequate,Excess,Poor
Clay,Alkaline,High,Excess,Excess,High,Critical
Silt,Acidic,High,Low,Deficient,Low,Good
Loam,Alkaline,Low,Low,Adequate,Low,Poor
Loam,Slightly Alkaline,Very Low,Adequate,Excess,High,Moderate
Sand,Alkaline,Medium,Deficient,High,Low,Poor
Chalk,Neutral,Very Low,High,Adequate,Excess,Good
Silt,Slightly Alkaline,High,High,Deficient,Deficient,Critical
Silt,Neutral,High,Excess,Low,Deficient,Good
Chalk,Acidic,Very High,Low,Deficient,Excess,Moderate
Chalk,Alkaline,Very High,Excess,Deficient,Low,Good
Loam,Neutral,Medium,High,High,High,Moderate
Chalk,Slightly Alkaline,Medium,Adequate,High,Deficient,Moderate
Loam,Slightly Acidic,Medium,Low,Excess,Adequate,Critical
Chalk,Slightly Alkaline,Low,Deficient,Low,High,Excellent
Silt,Acidic,Very Low,Adequate,Adequate,Deficient,Excellent
Loam,Acidic,Very High,Excess,Excess,Adequate,Good
Clay,Neutral,Medium,Excess,Low,Low,Critical
Silt,Slightly Acidic,Very High,Low,Excess,Low,Excellent
Clay,Slightly Acidic,Very High,Deficient,Adequate,Excess,Critical
Loam,Acidic,Very Low,Excess,Deficient,Deficient,Good
Clay,Slightly Acidic,Medium,Low,High,Excess,Good
Loam,Neutral,High,Adequate,High,Excess,Good
Sand,Alkaline,Very High,Excess,Adequate,Adequate,Poor
Silt,Neutral,Very Low,Adequate,Deficient,Deficient,Good
Clay,Acidic,High,Deficient,Low,Deficient,Moderate
Chalk,Neutral,Very Low,High,High,Deficient,Moderate
Sand,Slightly Acidic,Very Low,Deficient,Low,Excess,Good
Chalk,Slightly Alkaline,Medium,Low,Deficient,Excess,Good
Loam,Slightly Acidic,Very Low,Excess,Adequate,Excess,Critical
Sand,Acidic,High,Adequate,Excess,Deficient,Moderate
Loam,Acidic,Low,Low,Low,Deficient,Critical
Sand,Neutral,High,Deficient,Adequate,Excess,Moderate
Sand,Alkaline,High,Excess,Excess,Adequate,Poor
Clay,Neutral,Low,High,Low,Excess,Good
Clay,Acidic,Very Low,Adequate,Excess,High,Poor
Silt,Neutral,High,Deficient,Excess,High,Poor
Silt,Acidic,Very Low,Deficient,Adequate,Excess,Moderate
Chalk,Neutral,Low,Deficient,Adequate,Low,Excellent
Chalk,Neutral,High,High,Deficient,Deficient,Poor
Loam,Acidic,Very Low,High,High,High,Poor
Loam,Slightly Acidic,Very Low,Deficient,Deficient,Low,Good
Silt,Acidic,Very High,High,Low,Excess,Good
Sand,Neutral,High,Adequate,Deficient,High,Poor
Clay,Alkaline,Very Low,Excess,Adequate,High,Poor
Silt,Slightly Alkaline,Medium,Deficient,Low,Deficient,Critical
Sand,Alkaline,Medium,Adequate,Excess,Adequate,Good
Silt,Neutral,Very High,High,Adequate,Adequate,Moderate
Silt,Slightly Alkaline,Very High,Low,Adequate,Adequate,Moderate
Silt,Acidic,Medium,Low,Excess,High,Moderate
Sand,Slightly Acidic,Very High,High,Low,Adequate,Poor
Sand,Acidic,Very Low,Low,High,High,Critical
Chalk,Slightly Acidic,High,Deficient,Deficient,Excess,Good
Sand,Alkaline,Very High,Low,Low,Low,Good
Sand,Neutral,Low,Low,Low,Low,Excellent
Loam,Slightly Alkaline,High,Deficient,Deficient,Excess,Moderate
Sand,Slightly Alkaline,High,Deficient,Adequate,Deficient,Good
Loam,Neutral,Low,Deficient,High,High,Poor
Loam,Slightly Acidic,Medium,Deficient,Excess,High,Good
Clay,Neutral,Medium,Low,High,Excess,Good
Clay,Slightly Alkaline,Low,Low,Adequate,Adequate,Good
Clay,Acidic,Low,Deficient,Low,Low,Excellent
Loam,Neutral,Low,Adequate,Excess,Deficient,Moderate
Clay,Slightly Alkaline,Low,High,Excess,Deficient,Excellent
Sand,Slightly Alkaline,Low,Low,Low,Excess,Poor
Sand,Alkaline,High,Excess,Deficient,Low,Moderate
Clay,Acidic,High,High,Deficient,Low,Moderate
Loam,Slightly Alkaline,Medium,High,Deficient,Low,Good
Clay,Alkaline,Very Low,Deficient,Adequate,Excess,Good
Clay,Slightly Acidic,High,Deficient,Low,Deficient,Moderate
Silt,Slightly Alkaline,Very Low,High,Low,Deficient,Good
Silt,Acidic,High,Adequate,High,Adequate,Moderate
Sand,Neutral,Medium,Low,Low,Low,Good
Loam,Alkaline,Medium,Deficient,Excess,Excess,Good
Loam,Neutral,High,Low,Deficient,High,Poor
Silt,Acidic,Medium,High,Deficient,Excess,Moderate
Clay,Alkaline,Very High,Low,High,High,Poor
Loam,Slightly Acidic,High,Low,Adequate,Low,Excellent
Sand,Slightly Acidic,Low,Low,Adequate,Low,Good
Clay,Neutral,Very Low,Adequate,Deficient,Low,Critical
Silt,Slightly Alkaline,Medium,Deficient,Low,High,Moderate
Chalk,Neutral,Low,Low,Deficient,High,Poor
Loam,Slightly Acidic,Very Low,Adequate,High,Adequate,Moderate
Silt,Acidic,Low,Adequate,Adequate,High,Excellent
Clay,Alkaline,Very High,Low,Low,Low,Moderate
Silt,Alkaline,Very Low,Adequate,Adequate,High,Good
Sand,Neutral,High,Excess,Adequate,Deficient,Moderate
Clay,Alkaline,Low,Adequate,Excess,Deficient,Good
Loam,Neutral,Very High,Excess,Low,Low,Excellent
Chalk,Acidic,Very High,Adequate,High,Adequate,Good
Loam,Acidic,Low,High,Excess,Deficient,Poor
Clay,Acidic,Medium,High,Excess,Deficient,Good
Chalk,Acidic,High,Excess,Deficient,Excess,Moderate
Loam,Neutral,Very Low,Excess,High,Deficient,Poor
Chalk,Acidic,Very Low,Adequate,High,Adequate,Poor
Chalk,Acidic,High,High,Low,Deficient,Good
Silt,Alkaline,High,Deficient,Low,High,Excellent
Loam,Alkaline,Low,High,Low,Low,Good
Chalk,Slightly Acidic,Very Low,Adequate,High,Deficient,Good
Chalk,Slightly Acidic,Very High,High,Low,Excess,Moderate
Chalk,Slightly Alkaline,Very Low,Deficient,Low,Excess,Excellent
Sand,Alkaline,High,Adequate,Excess,Deficient,Critical
Sand,Alkaline,Medium,Adequate,Adequate,High,Critical
Silt,Slightly Alkaline,High,Deficient,Adequate,Deficient,Critical
Clay,Alkaline,Very High,High,Excess,High,Good
Clay,Acidic,Medium,Excess,Low,High,Good
Clay,Slightly Acidic,Very Low,Adequate,Adequate,Deficient,Poor
Silt,Slightly Acidic,Very Low,Excess,Excess,Adequate,Poor
Loam,Alkaline,Very High,Deficient,Excess,High,Critical
Loam,Acidic,Low,High,Deficient,Adequate,Poor
Silt,Neutral,Very Low,Low,Excess,Low,Moderate
Clay,Slightly Acidic,Very High,Excess,High,Adequate,Critical
Silt,Alkaline,Low,Excess,Low,Deficient,Poor
Clay,Acidic,Medium,Low,Low,Low,Critical
Clay,Slightly Acidic,Very High,Adequate,Adequate,Adequate,Good
Clay,Slightly Acidic,Very Low,High,Excess,High,Poor
Chalk,Alkaline,Very High,High,Deficient,Excess,Excellent
Silt,Slightly Acidic,Medium,Deficient,Deficient,Excess,Good
Silt,Slightly Acidic,High,Adequate,Low,High,Moderate
Sand,Slightly Alkaline,Low,Deficient,Adequate,Excess,Moderate
Sand,Slightly Alkaline,Very High,Excess,Excess,High,Moderate
Chalk,Neutral,Low,Deficient,Deficient,Deficient,Good
Chalk,Acidic,Low,Deficient,High,Excess,Moderate
Sand,Acidic,Very High,Deficient,Excess,Excess,Moderate
Clay,Acidic,Very Low,Deficient,Excess,High,Moderate
Chalk,Alkaline,Medium,Deficient,Low,High,Good
Loam,Acidic,Medium,Adequate,Adequate,Adequate,Excellent
Chalk,Alkaline,Very High,Deficient,Adequate,Low,Good
Sand,Slightly Alkaline,Very High,Low,Deficient,Low,Good
Loam,Neutral,High,High,Excess,Deficient,Moderate
Loam,Alkaline,Very Low,High,Excess,High,Good
Chalk,Slightly Alkaline,Very High,High,Deficient,Excess,Poor
Clay,Neutral,Medium,High,Low,Adequate,Moderate
Silt,Acidic,Very Low,Deficient,Excess,Excess,Poor
Sand,Alkaline,Medium,Excess,High,High,Good
Chalk,Acidic,Low,High,Deficient,Deficient,Moderate
Clay,Acidic,High,Deficient,Excess,Deficient,Poor
Chalk,Slightly Alkaline,Low,Adequate,High,Deficient,Good
Loam,Acidic,Medium,Low,Low,Excess,Moderate
Clay,Neutral,Very Low,Excess,High,Adequate,Moderate
Loam,Acidic,Low,Excess,Low,Deficient,Moderate
Silt,Neutral,High,Deficient,Low,Low,Poor
Chalk,Slightly Acidic,Very High,Deficient,Deficient,Adequate,Moderate
Silt,Slightly Acidic,Very High,High,Deficient,Excess,Poor
Clay,Alkaline,Very High,Deficient,Low,Low,Excellent
Silt,Acidic,Medium,Low,Adequate,High,Good
Sand,Slightly Alkaline,Medium,High,Adequate,Excess,Good
Chalk,Slightly Alkaline,High,Adequate,Low,High,Poor
Chalk,Slightly Alkaline,High,Adequate,Adequate,Adequate,Good
Loam,Alkaline,High,Adequate,Adequate,Adequate,Good
Loam,Neutral,Very Low,Deficient,Low,Adequate,Poor
Silt,Slightly Alkaline,Very High,Deficient,Adequate,Deficient,Poor
Loam,Slightly Alkaline,Very High,Deficient,Excess,Excess,Moderate
Clay,Acidic,High,Adequate,High,High,Moderate
Silt,Slightly Acidic,Low,Low,Deficient,Adequate,Moderate
Loam,Neutral,High,Adequate,Excess,Excess,Excellent
Clay,Neutral,High,Deficient,Adequate,Excess,Moderate
Loam,Acidic,Medium,Excess,Adequate,High,Good
Loam,Acidic,High,Adequate,Adequate,Deficient,Excellent
Chalk,Slightly Alkaline,High,High,Low,Adequate,Good
Silt,Slightly Alkaline,Very Low,Deficient,Low,Adequate,Good
Clay,Slightly Alkaline,Low,Deficient,Adequate,Low,Good
Clay,Neutral,Very High,High,Excess,Low,Poor
Silt,Acidic,Very High,High,Deficient,Excess,Moderate
Loam,Slightly Acidic,High,Adequate,Deficient,Deficient,Good
Silt,Neutral,Very Low,Excess,High,Excess,Good
Chalk,Neutral,Very Low,High,Low,High,Moderate
Clay,Slightly Alkaline,Low,High,Low,Low,Moderate
Chalk,Slightly Acidic,High,High,Excess,Excess,Good
Chalk,Alkaline,Very Low,High,High,Low,Good
Silt,Slightly Acidic,Very Low,Deficient,Low,Excess,Good
Clay,Acidic,Low,Adequate,Deficient,Excess,Critical
Loam,Slightly Alkaline,Medium,Low,Adequate,Low,Moderate
Chalk,Neutral,Very High,High,High,Low,Good
Chalk,Slightly Alkaline,Very High,Adequate,Excess,Deficient,Moderate
Silt,Alkaline,Very High,Deficient,Deficient,Deficient,Good
Chalk,Slightly Alkaline,Medium,Adequate,Adequate,Excess,Good
Sand,Neutral,Very Low,High,Adequate,High,Moderate
Clay,Neutral,High,Low,Low,Low,Critical
Sand,Slightly Alkaline,Very Low,High,Adequate,Deficient,Moderate
Clay,Neutral,Low,Adequate,High,Adequate,Poor
Chalk,Acidic,Very High,Adequate,Excess,Adequate,Moderate
Chalk,Neutral,Very Low,Adequate,Adequate,Excess,Poor
Clay,Alkaline,Very High,Excess,Low,Adequate,Good
Silt,Neutral,High,High,Deficient,Excess,Moderate
Loam,Slightly Acidic,Medium,Low,Deficient,Deficient,Excellent
Loam,Slightly Alkaline,Medium,Adequate,Low,Low,Moderate
Loam,Slightly Alkaline,Low,Low,Adequate,Deficient,Excellent
Silt,Slightly Acidic,High,High,Low,Deficient,Good
Clay,Neutral,Low,Deficient,Adequate,High,Poor
Chalk,Alkaline,Low,Adequate,Adequate,Deficient,Excellent
Silt,Slightly Acidic,High,Adequate,High,Excess,Moderate
Loam,Acidic,High,Excess,Adequate,Deficient,Poor
Loam,Slightly Acidic,Very High,High,Deficient,Deficient,Good
Chalk,Alkaline,High,Deficient,Excess,Low,Poor
Loam,Slightly Acidic,Very Low,Adequate,High,Adequate,Moderate
Chalk,Slightly Acidic,Low,Adequate,Adequate,Deficient,Good
Loam,Slightly Acidic,Medium,Low,Low,Low,Good
Loam,Slightly Acidic,Very High,Excess,Deficient,Excess,Moderate
Loam,Acidic,Medium,Excess,Adequate,Deficient,Good
Loam,Slightly Acidic,High,Adequate,High,Excess,Moderate
Loam,Alkaline,Medium,Adequate,Excess,Adequate,Good
Loam,Neutral,Medium,Deficient,Adequate,Adequate,Moderate
Sand,Slightly Alkaline,Low,High,Low,Excess,Critical
Silt,Alkaline,Medium,Excess,Adequate,Adequate,Moderate
Silt,Acidic,Medium,Low,Low,Deficient,Poor
Sand,Alkaline,Very High,High,High,Low,Good
Silt,Slightly Alkaline,Very Low,High,Deficient,Deficient,Good
Sand,Slightly Acidic,Low,Excess,Deficient,Deficient,Poor
Sand,Slightly Acidic,Very Low,Adequate,High,Excess,Poor
Loam,Alkaline,Very High,Excess,High,Adequate,Critical
Clay,Alkaline,Low,Deficient,Adequate,Adequate,Moderate
Loam,Acidic,Very High,Deficient,Excess,Adequate,Good
Silt,Slightly Acidic,Very High,Deficient,High,Excess,Excellent
Sand,Slightly Acidic,Very High,Adequate,Low,High,Good
Silt,Slightly Acidic,High,Adequate,Adequate,Adequate,Moderate
Chalk,Slightly Acidic,Low,Adequate,Low,Adequate,Poor
Sand,Slightly Alkaline,Very Low,Adequate,High,Excess,Excellent
Chalk,Slightly Alkaline,Medium,Low,High,High,Excellent
Silt,Slightly Acidic,Very Low,Low,Low,High,Good
Silt,Alkaline,Very High,Deficient,Low,High,Moderate
Chalk,Neutral,High,Low,Deficient,Deficient,Good
Sand,Alkaline,Medium,High,Low,Adequate,Excellent
Sand,Slightly Acidic,Low,Excess,Adequate,Deficient,Good
Chalk,Slightly Acidic,Medium,Excess,Low,Adequate,Good
Silt,Slightly Acidic,Low,Deficient,Excess,Low,Moderate
Loam,Slightly Acidic,Very Low,High,High,High,Moderate
Silt,Slightly Acidic,Very Low,Deficient,High,Deficient,Poor
Loam,Alkaline,High,Deficient,Deficient,Adequate,Moderate
Silt,Slightly Alkaline,Very Low,Low,High,Excess,Excellent
Sand,Acidic,Medium,Excess,Deficient,High,Poor
Chalk,Slightly Alkaline,Low,Deficient,Deficient,High,Good
Silt,Acidic,Very Low,High,Excess,Adequate,Poor
Loam,Slightly Acidic,Low,Low,Deficient,High,Poor
Clay,Neutral,Very Low,Excess,Deficient,Deficient,Moderate
Chalk,Acidic,Very Low,Adequate,Low,Adequate,Good
Loam,Alkaline,Very Low,Adequate,Low,Low,Good
Sand,Neutral,Medium,Deficient,Adequate,High,Good
Chalk,Neutral,Very Low,Deficient,Low,Low,Moderate
Clay,Neutral,Low,High,Adequate,Adequate,Moderate
Sand,Acidic,Very Low,Excess,Excess,Excess,Poor
Sand,Acidic,Very Low,High,High,Excess,Moderate
Loam,Alkaline,Low,Low,High,Deficient,Good
Sand,Acidic,Medium,Adequate,Excess,High,Moderate
Chalk,Slightly Alkaline,Very Low,Low,Deficient,Adequate,Good
Silt,Alkaline,Very Low,High,Deficient,High,Poor
Clay,Acidic,High,Low,High,Low,Moderate
Clay,Neutral,Very Low,Adequate,Excess,Adequate,Moderate
Silt,Acidic,Low,Low,Adequate,High,Good
Clay,Slightly Alkaline,Medium,High,Deficient,Low,Moderate
Chalk,Alkaline,Medium,High,Excess,Deficient,Good
Silt,Acidic,Medium,Adequate,Adequate,Deficient,Moderate
Loam,Alkaline,High,Low,Adequate,Adequate,Poor
Silt,Neutral,Very High,Deficient,Low,High,Good
Clay,Slightly Acidic,Very High,High,Deficient,Adequate,Good
Sand,Slightly Acidic,High,Low,Deficient,Excess,Good
Sand,Slightly Acidic,Medium,Low,Deficient,Adequate,Moderate
Sand,Slightly Acidic,Low,Deficient,High,Excess,Good
Sand,Alkaline,Low,Adequate,Excess,High,Poor
Chalk,Alkaline,High,High,Excess,Adequate,Poor
Clay,Neutral,High,Deficient,Adequate,Low,Good
Silt,Slightly Acidic,Medium,Adequate,Low,High,Good
Chalk,Slightly Alkaline,Medium,Low,High,Excess,Good
Clay,Slightly Acidic,Very Low,Adequate,Adequate,Low,Moderate
Clay,Acidic,High,High,High,Adequate,Moderate
Sand,Neutral,High,High,Adequate,Adequate,Moderate
Sand,Alkaline,Very High,Deficient,Low,Excess,Moderate
Silt,Slightly Acidic,Low,Adequate,Low,Adequate,Poor
Clay,Slightly Acidic,Medium,Low,Adequate,High,Poor
Clay,Acidic,Low,Low,Excess,Excess,Good
Chalk,Slightly Alkaline,Low,Adequate,Deficient,Excess,Good
Sand,Slightly Alkaline,Very High,Low,Deficient,Adequate,Poor
Clay,Slightly Alkaline,Very High,Excess,Deficient,Low,Good
Loam,Slightly Alkaline,High,High,High,Low,Good
Sand,Slightly Alkaline,Very High,Excess,Low,Low,Poor
Loam,Acidic,High,Adequate,Excess,Deficient,Poor
Loam,Alkaline,Low,Low,Excess,Deficient,Good
Sand,Alkaline,Medium,Excess,Adequate,Adequate,Excellent
Loam,Neutral,Low,Excess,Excess,Adequate,Poor
Clay,Alkaline,Medium,Excess,Deficient,Adequate,Good
